[kaggle_environments.envs.open_spiel_env.open_spiel_env] INFO: Successfully loaded OpenSpiel environments: 41.
[kaggle_environments.envs.open_spiel_env.open_spiel_env] INFO: OpenSpiel games skipped: 0.
Loading 42 agents: avikdas567_heuristic, biohack44_day2, daniilkrasnovvv_conservative_prob, jek1wantaufik_lucario, kiyotah_abomasnow, kiyotah_dragapult, kiyotah_iono, kojimar_lucario, makimakiai_rl, makthanithin_1084_baseline, makthanithin_improved_prob, mechi22_alakazam, pixiux_lucario_v63, plamen06_steel, pllinas_alakazam, prvsiyan_control_v11, prvsiyan_grimbelief_alakazam, romanrozen_strong_start, ryotasueyoshi_alakazam, tb_abomasnow, tb_alakazam, tb_archaludon, tb_dragapult, tb_heuristic, tb_iono, tb_lucario, tb_rulecore, tb_search, tb_starmie, wmh_alakazam, wmh_bellibolt, wmh_chandelure, wmh_froslass, wmh_garchomp, wmh_grimmsnarl, wmh_kangaskhan, wmh_megastarmie, wmh_mewtwo, wmh_ogerpon, wmh_trevenant, wmh_typhlosion, random_legal
[1/903] avikdas567_heuristic vs avikdas567_heuristic: avikdas567_heuristic 1-1  (2 games, 0.4s, 0.18s/game)
  makthanithin_improved_prob vs wmh_grimmsnarl: 5/6 =  83.3% [43.6,97.0]  (1.6s, 0.27s/game)
  makthanithin_improved_prob vs wmh_kangaskhan: 6/6 = 100.0% [61.0,100.0]  (0.9s, 0.15s/game)
  makthanithin_improved_prob vs wmh_megastarmie: 3/6 =  50.0% [18.8,81.2]  (1.0s, 0.16s/game)
  makthanithin_improved_prob vs wmh_mewtwo: 5/6 =  83.3% [43.6,97.0]  (1.6s, 0.27s/game)
  makthanithin_improved_prob vs wmh_ogerpon: 6/6 = 100.0% [61.0,100.0]  (1.7s, 0.29s/game)
  makthanithin_improved_prob vs wmh_trevenant: 4/6 =  66.7% [30.0,90.3]  (1.4s, 0.23s/game)
  makthanithin_improved_prob vs wmh_typhlosion: 6/6 = 100.0% [61.0,100.0]  (1.7s, 0.28s/game)
  makthanithin_improved_prob vs random_legal: 6/6 = 100.0% [61.0,100.0]  (0.5s, 0.09s/game)
  mechi22_alakazam vs pixiux_lucario_v63: 2/6 =  33.3% [ 9.7,70.0]  (1.7s, 0.28s/game)
  mechi22_alakazam vs plamen06_steel: 3/6 =  50.0% [18.8,81.2]  (1.8s, 0.31s/game)
  mechi22_alakazam vs pllinas_alakazam: 3/6 =  50.0% [18.8,81.2]  (7.6s, 1.27s/game)
  mechi22_alakazam vs prvsiyan_control_v11: 6/6 = 100.0% [61.0,100.0]  (1.0s, 0.17s/game)
  mechi22_alakazam vs prvsiyan_grimbelief_alakazam: 4/6 =  66.7% [30.0,90.3]  (2.9s, 0.49s/game)
  mechi22_alakazam vs romanrozen_strong_start: 5/6 =  83.3% [43.6,97.0]  (1.6s, 0.27s/game)
  mechi22_alakazam vs ryotasueyoshi_alakazam: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.27s/game)
  mechi22_alakazam vs tb_abomasnow: 6/6 = 100.0% [61.0,100.0]  (0.9s, 0.15s/game)
  mechi22_alakazam vs tb_alakazam: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.27s/game)
  mechi22_alakazam vs tb_archaludon: 3/6 =  50.0% [18.8,81.2]  (1.1s, 0.18s/game)
  mechi22_alakazam vs tb_dragapult: 2/6 =  33.3% [ 9.7,70.0]  (1.6s, 0.27s/game)
  mechi22_alakazam vs tb_heuristic: 5/6 =  83.3% [43.6,97.0]  (1.7s, 0.28s/game)
  mechi22_alakazam vs tb_iono: 4/6 =  66.7% [30.0,90.3]  (3.0s, 0.49s/game)
  mechi22_alakazam vs tb_lucario: 5/6 =  83.3% [43.6,97.0]  (1.1s, 0.18s/game)
  mechi22_alakazam vs tb_rulecore: 5/6 =  83.3% [43.6,97.0]  (1.4s, 0.24s/game)
  mechi22_alakazam vs tb_search: 6/6 = 100.0% [61.0,100.0]  (1.5s, 0.25s/game)
  mechi22_alakazam vs tb_starmie: 5/6 =  83.3% [43.6,97.0]  (0.9s, 0.16s/game)
  mechi22_alakazam vs wmh_alakazam: 3/6 =  50.0% [18.8,81.2]  (1.7s, 0.28s/game)
  mechi22_alakazam vs wmh_bellibolt: 5/6 =  83.3% [43.6,97.0]  (1.6s, 0.27s/game)
  mechi22_alakazam vs wmh_chandelure: 4/6 =  66.7% [30.0,90.3]  (1.4s, 0.23s/game)
  mechi22_alakazam vs wmh_froslass: 6/6 = 100.0% [61.0,100.0]  (0.8s, 0.13s/game)
  mechi22_alakazam vs wmh_garchomp: 0/6 =   0.0% [ 0.0,39.0]  (1.7s, 0.29s/game)
  mechi22_alakazam vs wmh_grimmsnarl: 3/6 =  50.0% [18.8,81.2]  (1.7s, 0.29s/game)
  mechi22_alakazam vs wmh_kangaskhan: 5/6 =  83.3% [43.6,97.0]  (1.4s, 0.23s/game)
  mechi22_alakazam vs wmh_megastarmie: 2/6 =  33.3% [ 9.7,70.0]  (0.9s, 0.16s/game)
  mechi22_alakazam vs wmh_mewtwo: 6/6 = 100.0% [61.0,100.0]  (2.2s, 0.37s/game)
  mechi22_alakazam vs wmh_ogerpon: 6/6 = 100.0% [61.0,100.0]  (1.8s, 0.30s/game)
  mechi22_alakazam vs wmh_trevenant: 5/6 =  83.3% [43.6,97.0]  (2.0s, 0.33s/game)
  mechi22_alakazam vs wmh_typhlosion: 5/6 =  83.3% [43.6,97.0]  (1.4s, 0.24s/game)
  mechi22_alakazam vs random_legal: 6/6 = 100.0% [61.0,100.0]  (1.1s, 0.19s/game)
  pixiux_lucario_v63 vs plamen06_steel: 1/6 =  16.7% [ 3.0,56.4]  (1.6s, 0.27s/game)
  pixiux_lucario_v63 vs pllinas_alakazam: 1/6 =  16.7% [ 3.0,56.4]  (8.8s, 1.47s/game)
  pixiux_lucario_v63 vs prvsiyan_control_v11: 1/6 =  16.7% [ 3.0,56.4]  (1.4s, 0.23s/game)
  pixiux_lucario_v63 vs prvsiyan_grimbelief_alakazam: 6/6 = 100.0% [61.0,100.0]  (0.9s, 0.15s/game)
  pixiux_lucario_v63 vs romanrozen_strong_start: 3/6 =  50.0% [18.8,81.2]  (1.7s, 0.28s/game)
  pixiux_lucario_v63 vs ryotasueyoshi_alakazam: 3/6 =  50.0% [18.8,81.2]  (1.2s, 0.19s/game)
  pixiux_lucario_v63 vs tb_abomasnow: 3/6 =  50.0% [18.8,81.2]  (0.7s, 0.11s/game)
  pixiux_lucario_v63 vs tb_alakazam: 3/6 =  50.0% [18.8,81.2]  (1.7s, 0.29s/game)
  pixiux_lucario_v63 vs tb_archaludon: 4/6 =  66.7% [30.0,90.3]  (1.2s, 0.21s/game)
  pixiux_lucario_v63 vs tb_dragapult: 1/6 =  16.7% [ 3.0,56.4]  (2.1s, 0.35s/game)
  pixiux_lucario_v63 vs tb_heuristic: 6/6 = 100.0% [61.0,100.0]  (1.4s, 0.23s/game)
  pixiux_lucario_v63 vs tb_iono: 3/6 =  50.0% [18.8,81.2]  (2.3s, 0.38s/game)
  pixiux_lucario_v63 vs tb_lucario: 4/6 =  66.7% [30.0,90.3]  (1.5s, 0.25s/game)
  pixiux_lucario_v63 vs tb_rulecore: 5/6 =  83.3% [43.6,97.0]  (1.4s, 0.23s/game)
  pixiux_lucario_v63 vs tb_search: 4/6 =  66.7% [30.0,90.3]  (1.2s, 0.20s/game)
  pixiux_lucario_v63 vs tb_starmie: 5/6 =  83.3% [43.6,97.0]  (1.0s, 0.17s/game)
  pixiux_lucario_v63 vs wmh_alakazam: 3/6 =  50.0% [18.8,81.2]  (1.4s, 0.24s/game)
  pixiux_lucario_v63 vs wmh_bellibolt: 6/6 = 100.0% [61.0,100.0]  (1.5s, 0.24s/game)
  pixiux_lucario_v63 vs wmh_chandelure: 5/6 =  83.3% [43.6,97.0]  (1.0s, 0.17s/game)
  pixiux_lucario_v63 vs wmh_froslass: 3/6 =  50.0% [18.8,81.2]  (0.9s, 0.15s/game)
  pixiux_lucario_v63 vs wmh_garchomp: 4/6 =  66.7% [30.0,90.3]  (2.1s, 0.35s/game)
  pixiux_lucario_v63 vs wmh_grimmsnarl: 6/6 = 100.0% [61.0,100.0]  (1.2s, 0.19s/game)
  pixiux_lucario_v63 vs wmh_kangaskhan: 6/6 = 100.0% [61.0,100.0]  (1.1s, 0.18s/game)
  pixiux_lucario_v63 vs wmh_megastarmie: 5/6 =  83.3% [43.6,97.0]  (0.9s, 0.15s/game)
  pixiux_lucario_v63 vs wmh_mewtwo: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.27s/game)
  pixiux_lucario_v63 vs wmh_ogerpon: 6/6 = 100.0% [61.0,100.0]  (1.5s, 0.26s/game)
  pixiux_lucario_v63 vs wmh_trevenant: 2/6 =  33.3% [ 9.7,70.0]  (1.4s, 0.24s/game)
  pixiux_lucario_v63 vs wmh_typhlosion: 5/6 =  83.3% [43.6,97.0]  (1.4s, 0.23s/game)
  pixiux_lucario_v63 vs random_legal: 6/6 = 100.0% [61.0,100.0]  (0.5s, 0.08s/game)
  plamen06_steel vs pllinas_alakazam: 0/6 =   0.0% [ 0.0,39.0]  (7.8s, 1.29s/game)
  plamen06_steel vs prvsiyan_control_v11: 2/6 =  33.3% [ 9.7,70.0]  (1.1s, 0.19s/game)
  plamen06_steel vs prvsiyan_grimbelief_alakazam: 5/6 =  83.3% [43.6,97.0]  (1.2s, 0.20s/game)
  plamen06_steel vs romanrozen_strong_start: 4/6 =  66.7% [30.0,90.3]  (1.4s, 0.24s/game)
  plamen06_steel vs ryotasueyoshi_alakazam: 2/6 =  33.3% [ 9.7,70.0]  (1.1s, 0.18s/game)
  plamen06_steel vs tb_abomasnow: 6/6 = 100.0% [61.0,100.0]  (0.5s, 0.08s/game)
  plamen06_steel vs tb_alakazam: 3/6 =  50.0% [18.8,81.2]  (1.2s, 0.20s/game)
  plamen06_steel vs tb_archaludon: 4/6 =  66.7% [30.0,90.3]  (1.2s, 0.20s/game)
  plamen06_steel vs tb_dragapult: 5/6 =  83.3% [43.6,97.0]  (1.4s, 0.23s/game)
  plamen06_steel vs tb_heuristic: 6/6 = 100.0% [61.0,100.0]  (1.4s, 0.24s/game)
  plamen06_steel vs tb_iono: 5/6 =  83.3% [43.6,97.0]  (2.5s, 0.42s/game)
  plamen06_steel vs tb_lucario: 5/6 =  83.3% [43.6,97.0]  (1.1s, 0.18s/game)
  plamen06_steel vs tb_rulecore: 4/6 =  66.7% [30.0,90.3]  (1.4s, 0.23s/game)
  plamen06_steel vs tb_search: 6/6 = 100.0% [61.0,100.0]  (1.2s, 0.20s/game)
  plamen06_steel vs tb_starmie: 6/6 = 100.0% [61.0,100.0]  (0.7s, 0.12s/game)
  plamen06_steel vs wmh_alakazam: 3/6 =  50.0% [18.8,81.2]  (1.2s, 0.19s/game)
  plamen06_steel vs wmh_bellibolt: 5/6 =  83.3% [43.6,97.0]  (1.7s, 0.29s/game)
  plamen06_steel vs wmh_chandelure: 6/6 = 100.0% [61.0,100.0]  (1.2s, 0.19s/game)
  plamen06_steel vs wmh_froslass: 6/6 = 100.0% [61.0,100.0]  (0.8s, 0.14s/game)
  plamen06_steel vs wmh_garchomp: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.26s/game)
  plamen06_steel vs wmh_grimmsnarl: 6/6 = 100.0% [61.0,100.0]  (2.0s, 0.33s/game)
  plamen06_steel vs wmh_kangaskhan: 5/6 =  83.3% [43.6,97.0]  (1.2s, 0.20s/game)
  plamen06_steel vs wmh_megastarmie: 4/6 =  66.7% [30.0,90.3]  (1.1s, 0.18s/game)
  plamen06_steel vs wmh_mewtwo: 6/6 = 100.0% [61.0,100.0]  (1.5s, 0.24s/game)
  plamen06_steel vs wmh_ogerpon: 4/6 =  66.7% [30.0,90.3]  (2.1s, 0.36s/game)
  plamen06_steel vs wmh_trevenant: 6/6 = 100.0% [61.0,100.0]  (1.5s, 0.25s/game)
  plamen06_steel vs wmh_typhlosion: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.26s/game)
  plamen06_steel vs random_legal: 6/6 = 100.0% [61.0,100.0]  (0.5s, 0.08s/game)
  pllinas_alakazam vs prvsiyan_control_v11: 2/6 =  33.3% [ 9.7,70.0]  (8.9s, 1.48s/game)
  pllinas_alakazam vs prvsiyan_grimbelief_alakazam: 5/6 =  83.3% [43.6,97.0]  (7.4s, 1.23s/game)
  pllinas_alakazam vs romanrozen_strong_start: 5/6 =  83.3% [43.6,97.0]  (5.8s, 0.96s/game)
  pllinas_alakazam vs ryotasueyoshi_alakazam: 5/6 =  83.3% [43.6,97.0]  (10.8s, 1.80s/game)
  pllinas_alakazam vs tb_abomasnow: 6/6 = 100.0% [61.0,100.0]  (6.0s, 1.00s/game)
  pllinas_alakazam vs tb_alakazam: 5/6 =  83.3% [43.6,97.0]  (6.1s, 1.02s/game)
  pllinas_alakazam vs tb_archaludon: 5/6 =  83.3% [43.6,97.0]  (7.7s, 1.28s/game)
  pllinas_alakazam vs tb_dragapult: 3/6 =  50.0% [18.8,81.2]  (6.8s, 1.13s/game)
  pllinas_alakazam vs tb_heuristic: 6/6 = 100.0% [61.0,100.0]  (4.9s, 0.82s/game)
  pllinas_alakazam vs tb_iono: 4/6 =  66.7% [30.0,90.3]  (38.1s, 6.35s/game)
  pllinas_alakazam vs tb_lucario: 5/6 =  83.3% [43.6,97.0]  (5.9s, 0.99s/game)
  pllinas_alakazam vs tb_rulecore: 6/6 = 100.0% [61.0,100.0]  (5.9s, 0.98s/game)
  pllinas_alakazam vs tb_search: 6/6 = 100.0% [61.0,100.0]  (9.4s, 1.57s/game)
  pllinas_alakazam vs tb_starmie: 6/6 = 100.0% [61.0,100.0]  (3.1s, 0.52s/game)
  pllinas_alakazam vs wmh_alakazam: 4/6 =  66.7% [30.0,90.3]  (7.6s, 1.26s/game)
  pllinas_alakazam vs wmh_bellibolt: 6/6 = 100.0% [61.0,100.0]  (12.3s, 2.05s/game)
  pllinas_alakazam vs wmh_chandelure: 5/6 =  83.3% [43.6,97.0]  (6.9s, 1.14s/game)
  pllinas_alakazam vs wmh_froslass: 4/6 =  66.7% [30.0,90.3]  (5.6s, 0.93s/game)
  pllinas_alakazam vs wmh_garchomp: 4/6 =  66.7% [30.0,90.3]  (9.7s, 1.62s/game)
  pllinas_alakazam vs wmh_grimmsnarl: 6/6 = 100.0% [61.0,100.0]  (12.9s, 2.15s/game)
  pllinas_alakazam vs wmh_kangaskhan: 6/6 = 100.0% [61.0,100.0]  (6.2s, 1.04s/game)
  pllinas_alakazam vs wmh_megastarmie: 3/6 =  50.0% [18.8,81.2]  (4.4s, 0.73s/game)
  pllinas_alakazam vs wmh_mewtwo: 5/6 =  83.3% [43.6,97.0]  (9.7s, 1.62s/game)
  pllinas_alakazam vs wmh_ogerpon: 6/6 = 100.0% [61.0,100.0]  (9.0s, 1.49s/game)
  pllinas_alakazam vs wmh_trevenant: 5/6 =  83.3% [43.6,97.0]  (7.2s, 1.20s/game)
  pllinas_alakazam vs wmh_typhlosion: 6/6 = 100.0% [61.0,100.0]  (8.7s, 1.45s/game)
  pllinas_alakazam vs random_legal: 6/6 = 100.0% [61.0,100.0]  (2.7s, 0.44s/game)
  prvsiyan_control_v11 vs prvsiyan_grimbelief_alakazam: 5/6 =  83.3% [43.6,97.0]  (4.9s, 0.82s/game)
  prvsiyan_control_v11 vs romanrozen_strong_start: 4/6 =  66.7% [30.0,90.3]  (1.4s, 0.23s/game)
  prvsiyan_control_v11 vs ryotasueyoshi_alakazam: 3/6 =  50.0% [18.8,81.2]  (1.3s, 0.21s/game)
  prvsiyan_control_v11 vs tb_abomasnow: 6/6 = 100.0% [61.0,100.0]  (1.1s, 0.19s/game)
  prvsiyan_control_v11 vs tb_alakazam: 6/6 = 100.0% [61.0,100.0]  (1.5s, 0.24s/game)
  prvsiyan_control_v11 vs tb_archaludon: 3/6 =  50.0% [18.8,81.2]  (1.5s, 0.25s/game)
  prvsiyan_control_v11 vs tb_dragapult: 4/6 =  66.7% [30.0,90.3]  (2.8s, 0.47s/game)
  prvsiyan_control_v11 vs tb_heuristic: 6/6 = 100.0% [61.0,100.0]  (1.5s, 0.25s/game)
  prvsiyan_control_v11 vs tb_iono: 0/6 =   0.0% [ 0.0,39.0]  (2.0s, 0.34s/game)
  prvsiyan_control_v11 vs tb_lucario: 4/6 =  66.7% [30.0,90.3]  (1.4s, 0.23s/game)
  prvsiyan_control_v11 vs tb_rulecore: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.27s/game)
  prvsiyan_control_v11 vs tb_search: 4/6 =  66.7% [30.0,90.3]  (1.0s, 0.17s/game)
  prvsiyan_control_v11 vs tb_starmie: 5/6 =  83.3% [43.6,97.0]  (1.8s, 0.29s/game)
  prvsiyan_control_v11 vs wmh_alakazam: 3/6 =  50.0% [18.8,81.2]  (1.4s, 0.24s/game)
  prvsiyan_control_v11 vs wmh_bellibolt: 2/6 =  33.3% [ 9.7,70.0]  (2.1s, 0.35s/game)
  prvsiyan_control_v11 vs wmh_chandelure: 4/6 =  66.7% [30.0,90.3]  (1.5s, 0.25s/game)
  prvsiyan_control_v11 vs wmh_froslass: 3/6 =  50.0% [18.8,81.2]  (2.0s, 0.33s/game)
  prvsiyan_control_v11 vs wmh_garchomp: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.27s/game)
  prvsiyan_control_v11 vs wmh_grimmsnarl: 4/6 =  66.7% [30.0,90.3]  (1.9s, 0.32s/game)
  prvsiyan_control_v11 vs wmh_kangaskhan: 6/6 = 100.0% [61.0,100.0]  (2.0s, 0.33s/game)
  prvsiyan_control_v11 vs wmh_megastarmie: 3/6 =  50.0% [18.8,81.2]  (1.6s, 0.26s/game)
  prvsiyan_control_v11 vs wmh_mewtwo: 6/6 = 100.0% [61.0,100.0]  (1.4s, 0.23s/game)
  prvsiyan_control_v11 vs wmh_ogerpon: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.27s/game)
  prvsiyan_control_v11 vs wmh_trevenant: 5/6 =  83.3% [43.6,97.0]  (1.5s, 0.25s/game)
  prvsiyan_control_v11 vs wmh_typhlosion: 0/6 =   0.0% [ 0.0,39.0]  (1.1s, 0.18s/game)
  prvsiyan_control_v11 vs random_legal: 5/6 =  83.3% [43.6,97.0]  (1.2s, 0.20s/game)
  prvsiyan_grimbelief_alakazam vs romanrozen_strong_start: 0/6 =   0.0% [ 0.0,39.0]  (2.3s, 0.39s/game)
  prvsiyan_grimbelief_alakazam vs ryotasueyoshi_alakazam: 2/6 =  33.3% [ 9.7,70.0]  (3.1s, 0.52s/game)
  prvsiyan_grimbelief_alakazam vs tb_abomasnow: 0/6 =   0.0% [ 0.0,39.0]  (1.6s, 0.27s/game)
  prvsiyan_grimbelief_alakazam vs tb_alakazam: 0/6 =   0.0% [ 0.0,39.0]  (2.6s, 0.43s/game)
  prvsiyan_grimbelief_alakazam vs tb_archaludon: 0/6 =   0.0% [ 0.0,39.0]  (1.2s, 0.20s/game)
  prvsiyan_grimbelief_alakazam vs tb_dragapult: 0/6 =   0.0% [ 0.0,39.0]  (2.7s, 0.45s/game)
  prvsiyan_grimbelief_alakazam vs tb_heuristic: 1/6 =  16.7% [ 3.0,56.4]  (1.5s, 0.25s/game)
  prvsiyan_grimbelief_alakazam vs tb_iono: 0/6 =   0.0% [ 0.0,39.0]  (3.1s, 0.52s/game)
  prvsiyan_grimbelief_alakazam vs tb_lucario: 1/6 =  16.7% [ 3.0,56.4]  (1.6s, 0.26s/game)
  prvsiyan_grimbelief_alakazam vs tb_rulecore: 1/6 =  16.7% [ 3.0,56.4]  (1.8s, 0.30s/game)
  prvsiyan_grimbelief_alakazam vs tb_search: 3/6 =  50.0% [18.8,81.2]  (2.5s, 0.42s/game)
  prvsiyan_grimbelief_alakazam vs tb_starmie: 1/6 =  16.7% [ 3.0,56.4]  (4.1s, 0.68s/game)
  prvsiyan_grimbelief_alakazam vs wmh_alakazam: 1/6 =  16.7% [ 3.0,56.4]  (2.8s, 0.46s/game)
  prvsiyan_grimbelief_alakazam vs wmh_bellibolt: 2/6 =  33.3% [ 9.7,70.0]  (3.2s, 0.54s/game)
  prvsiyan_grimbelief_alakazam vs wmh_chandelure: 3/6 =  50.0% [18.8,81.2]  (3.6s, 0.61s/game)
  prvsiyan_grimbelief_alakazam vs wmh_froslass: 1/6 =  16.7% [ 3.0,56.4]  (1.7s, 0.28s/game)
  prvsiyan_grimbelief_alakazam vs wmh_garchomp: 0/6 =   0.0% [ 0.0,39.0]  (2.1s, 0.35s/game)
  prvsiyan_grimbelief_alakazam vs wmh_grimmsnarl: 2/6 =  33.3% [ 9.7,70.0]  (2.9s, 0.49s/game)
  prvsiyan_grimbelief_alakazam vs wmh_kangaskhan: 4/6 =  66.7% [30.0,90.3]  (1.9s, 0.32s/game)
  prvsiyan_grimbelief_alakazam vs wmh_megastarmie: 1/6 =  16.7% [ 3.0,56.4]  (1.9s, 0.31s/game)
  prvsiyan_grimbelief_alakazam vs wmh_mewtwo: 5/6 =  83.3% [43.6,97.0]  (2.8s, 0.46s/game)
  prvsiyan_grimbelief_alakazam vs wmh_ogerpon: 5/6 =  83.3% [43.6,97.0]  (4.0s, 0.67s/game)
  prvsiyan_grimbelief_alakazam vs wmh_trevenant: 0/6 =   0.0% [ 0.0,39.0]  (1.5s, 0.25s/game)
  prvsiyan_grimbelief_alakazam vs wmh_typhlosion: 0/6 =   0.0% [ 0.0,39.0]  (3.2s, 0.54s/game)
  prvsiyan_grimbelief_alakazam vs random_legal: 6/6 = 100.0% [61.0,100.0]  (2.4s, 0.39s/game)
  romanrozen_strong_start vs ryotasueyoshi_alakazam: 4/6 =  66.7% [30.0,90.3]  (1.8s, 0.30s/game)
  romanrozen_strong_start vs tb_abomasnow: 5/6 =  83.3% [43.6,97.0]  (0.4s, 0.07s/game)
  romanrozen_strong_start vs tb_alakazam: 1/6 =  16.7% [ 3.0,56.4]  (1.4s, 0.24s/game)
  romanrozen_strong_start vs tb_archaludon: 5/6 =  83.3% [43.6,97.0]  (0.9s, 0.15s/game)
  romanrozen_strong_start vs tb_dragapult: 5/6 =  83.3% [43.6,97.0]  (1.8s, 0.30s/game)
  romanrozen_strong_start vs tb_heuristic: 6/6 = 100.0% [61.0,100.0]  (1.4s, 0.24s/game)
  romanrozen_strong_start vs tb_iono: 6/6 = 100.0% [61.0,100.0]  (1.0s, 0.16s/game)
  romanrozen_strong_start vs tb_lucario: 4/6 =  66.7% [30.0,90.3]  (1.4s, 0.24s/game)
  romanrozen_strong_start vs tb_rulecore: 4/6 =  66.7% [30.0,90.3]  (1.1s, 0.18s/game)
  romanrozen_strong_start vs tb_search: 6/6 = 100.0% [61.0,100.0]  (1.2s, 0.20s/game)
  romanrozen_strong_start vs tb_starmie: 6/6 = 100.0% [61.0,100.0]  (0.8s, 0.14s/game)
  romanrozen_strong_start vs wmh_alakazam: 2/6 =  33.3% [ 9.7,70.0]  (1.0s, 0.17s/game)
  romanrozen_strong_start vs wmh_bellibolt: 6/6 = 100.0% [61.0,100.0]  (1.2s, 0.20s/game)
  romanrozen_strong_start vs wmh_chandelure: 6/6 = 100.0% [61.0,100.0]  (0.8s, 0.14s/game)
  romanrozen_strong_start vs wmh_froslass: 2/6 =  33.3% [ 9.7,70.0]  (1.3s, 0.22s/game)
  romanrozen_strong_start vs wmh_garchomp: 2/6 =  33.3% [ 9.7,70.0]  (1.6s, 0.27s/game)
  romanrozen_strong_start vs wmh_grimmsnarl: 6/6 = 100.0% [61.0,100.0]  (1.5s, 0.25s/game)
  romanrozen_strong_start vs wmh_kangaskhan: 6/6 = 100.0% [61.0,100.0]  (1.0s, 0.17s/game)
  romanrozen_strong_start vs wmh_megastarmie: 5/6 =  83.3% [43.6,97.0]  (1.1s, 0.18s/game)
  romanrozen_strong_start vs wmh_mewtwo: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.26s/game)
  romanrozen_strong_start vs wmh_ogerpon: 6/6 = 100.0% [61.0,100.0]  (1.3s, 0.22s/game)
  romanrozen_strong_start vs wmh_trevenant: 2/6 =  33.3% [ 9.7,70.0]  (1.6s, 0.26s/game)
  romanrozen_strong_start vs wmh_typhlosion: 6/6 = 100.0% [61.0,100.0]  (1.7s, 0.28s/game)
  ryotasueyoshi_alakazam vs tb_abomasnow: 4/6 =  66.7% [30.0,90.3]  (0.9s, 0.15s/game)
  ryotasueyoshi_alakazam vs tb_alakazam: 3/6 =  50.0% [18.8,81.2]  (1.6s, 0.26s/game)
  ryotasueyoshi_alakazam vs tb_archaludon: 3/6 =  50.0% [18.8,81.2]  (1.5s, 0.25s/game)
  ryotasueyoshi_alakazam vs tb_dragapult: 2/6 =  33.3% [ 9.7,70.0]  (1.4s, 0.23s/game)
  ryotasueyoshi_alakazam vs tb_heuristic: 5/6 =  83.3% [43.6,97.0]  (1.9s, 0.31s/game)
  ryotasueyoshi_alakazam vs tb_iono: 3/6 =  50.0% [18.8,81.2]  (2.7s, 0.45s/game)
  ryotasueyoshi_alakazam vs tb_lucario: 4/6 =  66.7% [30.0,90.3]  (1.6s, 0.27s/game)
  ryotasueyoshi_alakazam vs tb_rulecore: 6/6 = 100.0% [61.0,100.0]  (1.5s, 0.24s/game)
  ryotasueyoshi_alakazam vs tb_search: 5/6 =  83.3% [43.6,97.0]  (1.4s, 0.24s/game)
  ryotasueyoshi_alakazam vs tb_starmie: 4/6 =  66.7% [30.0,90.3]  (1.2s, 0.21s/game)
  ryotasueyoshi_alakazam vs wmh_alakazam: 2/6 =  33.3% [ 9.7,70.0]  (1.8s, 0.29s/game)
  ryotasueyoshi_alakazam vs wmh_bellibolt: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.26s/game)
  ryotasueyoshi_alakazam vs wmh_chandelure: 4/6 =  66.7% [30.0,90.3]  (1.4s, 0.23s/game)
  ryotasueyoshi_alakazam vs wmh_froslass: 5/6 =  83.3% [43.6,97.0]  (1.2s, 0.21s/game)
  ryotasueyoshi_alakazam vs wmh_garchomp: 1/6 =  16.7% [ 3.0,56.4]  (1.6s, 0.26s/game)
  ryotasueyoshi_alakazam vs wmh_grimmsnarl: 5/6 =  83.3% [43.6,97.0]  (1.8s, 0.31s/game)
  ryotasueyoshi_alakazam vs wmh_kangaskhan: 4/6 =  66.7% [30.0,90.3]  (1.5s, 0.25s/game)
  ryotasueyoshi_alakazam vs wmh_megastarmie: 3/6 =  50.0% [18.8,81.2]  (0.9s, 0.15s/game)
  ryotasueyoshi_alakazam vs wmh_mewtwo: 2/6 =  33.3% [ 9.7,70.0]  (1.9s, 0.32s/game)
  ryotasueyoshi_alakazam vs wmh_ogerpon: 6/6 = 100.0% [61.0,100.0]  (2.0s, 0.34s/game)
  ryotasueyoshi_alakazam vs wmh_trevenant: 3/6 =  50.0% [18.8,81.2]  (1.4s, 0.24s/game)
  ryotasueyoshi_alakazam vs wmh_typhlosion: 6/6 = 100.0% [61.0,100.0]  (2.0s, 0.33s/game)
  tb_abomasnow vs tb_alakazam: 2/6 =  33.3% [ 9.7,70.0]  (1.0s, 0.17s/game)
  tb_abomasnow vs tb_archaludon: 3/6 =  50.0% [18.8,81.2]  (0.8s, 0.14s/game)
  tb_abomasnow vs tb_dragapult: 3/6 =  50.0% [18.8,81.2]  (1.1s, 0.19s/game)
  tb_abomasnow vs tb_heuristic: 5/6 =  83.3% [43.6,97.0]  (1.0s, 0.17s/game)
  tb_abomasnow vs tb_iono: 1/6 =  16.7% [ 3.0,56.4]  (2.1s, 0.36s/game)
  tb_abomasnow vs tb_lucario: 6/6 = 100.0% [61.0,100.0]  (0.9s, 0.15s/game)
  tb_abomasnow vs tb_rulecore: 4/6 =  66.7% [30.0,90.3]  (0.7s, 0.11s/game)
